latitude,longitude,UTMX,UTMY,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
28.780000000000058,76.92000000000004,687421,3185124,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.780000000000058,76.93000000000005,688398,3185140,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.780000000000058,76.94000000000005,689374,3185156,0.00011476478027039955,218,48.25,602.2461,1.7554166,316.1666666666667,123.33333333333333
28.780000000000058,76.95000000000006,690350,3185172,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.780000000000058,76.96000000000006,691327,3185188,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.780000000000058,76.97000000000007,692303,3185204,0.00012063603029294151,218,49.666666666666664,7744.159,5.049531,315.5833333333333,120.0
28.780000000000058,76.98000000000008,693280,3185220,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.780000000000058,76.99000000000008,694256,3185236,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.780000000000058,77.00000000000009,695232,3185253,0.00012565196626453825,215,49.666666666666664,9264.928,3.7702084,315.5833333333333,120.0
28.780000000000058,77.01000000000009,696209,3185269,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.780000000000058,77.0200000000001,697185,3185286,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.780000000000058,77.0300000000001,698161,3185302,0.00013761456718851972,216,51.166666666666664,4764.032,6.1315103,315.25,119.16666666666667
28.780000000000058,77.0400000000001,699138,3185319,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.780000000000058,77.05000000000011,700114,3185336,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.780000000000058,77.06000000000012,701091,3185353,0.0001427790259360775,218,52.5,2621.5742,20.224426,314.8333333333333,120.83333333333333
28.780000000000058,77.07000000000012,702067,3185370,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.780000000000058,77.08000000000013,703043,3185387,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.780000000000058,77.09000000000013,704020,3185404,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.780000000000058,77.10000000000014,704996,3185421,0.00015033603790584677,217,54.0,2621.574,11.555989,314.1666666666667,121.66666666666667
28.780000000000058,77.11000000000014,705973,3185438,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.780000000000058,77.12000000000015,706949,3185456,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.780000000000058,77.13000000000015,707925,3185473,0.00015214175009519088,217,54.0,2621.5742,10.547812,314.1666666666667,121.66666666666667
28.780000000000058,77.14000000000016,708902,3185491,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.780000000000058,77.15000000000016,709878,3185508,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.780000000000058,77.16000000000017,710855,3185526,0.00015493492038674177,215,56.0,2621.574,16.530521,314.3333333333333,118.33333333333333
28.780000000000058,77.17000000000017,711831,3185544,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.780000000000058,77.18000000000018,712808,3185562,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.780000000000058,77.19000000000018,713784,3185580,0.00015445545323253715,209,57.75,2621.574,16.523125,313.5,125.0
28.780000000000058,77.20000000000019,714761,3185598,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.780000000000058,77.21000000000019,715737,3185616,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.780000000000058,77.2200000000002,716713,3185634,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.780000000000058,77.2300000000002,717690,3185652,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.780000000000058,77.24000000000021,718666,3185670,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.780000000000058,77.25000000000021,719643,3185689,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.780000000000058,77.26000000000022,720619,3185707,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.780000000000058,77.27000000000022,721596,3185726,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.780000000000058,77.28000000000023,722572,3185745,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.780000000000058,77.29000000000023,723549,3185763,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.780000000000058,77.30000000000024,724525,3185782,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.780000000000058,77.31000000000024,725502,3185801,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.780000000000058,77.32000000000025,726478,3185820,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.780000000000058,77.33000000000025,727455,3185839,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.79000000000006,76.84,679594,3186109,0.00011060670792958606,219,73.25,1043.835,2.156927,308.1666666666667,125.83333333333333
28.79000000000006,76.85000000000001,680570,3186124,0.00011060670792958606,219,73.25,1043.835,2.156927,308.1666666666667,125.83333333333333
28.79000000000006,76.86000000000001,681546,3186139,0.00010891244206961029,218,74.16666666666667,1043.835,2.0482812,307.3333333333333,126.66666666666667
28.79000000000006,76.87000000000002,682522,3186155,0.00010891244206961029,218,74.16666666666667,1043.835,2.0482812,307.3333333333333,126.66666666666667
28.79000000000006,76.88000000000002,683499,3186170,0.00010891244206961029,218,74.16666666666667,1043.835,2.0482812,307.3333333333333,126.66666666666667
28.79000000000006,76.89000000000003,684475,3186185,0.00010885652510808049,219,47.0,473.5569,1.1199479,316.5833333333333,124.16666666666667
28.79000000000006,76.90000000000003,685451,3186201,0.00010885652510808049,219,47.0,473.5569,1.1199479,316.5833333333333,124.16666666666667
28.79000000000006,76.91000000000004,686427,3186217,0.00010885652510808049,219,47.0,473.5569,1.1199479,316.5833333333333,124.16666666666667
